P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_ALTER_18_29
63637015;318;8.76
63637020;380;16.56
63639005;525;12.69
63639010;346;8.6
63639015;322;11.66
63654005;790;15.99
63654010;732;25.56
63654015;754;17.49
63654020;902;12.03
63654025;430;12.26
63654030;285;17.67
63654035;271;11.32
63654040;255;13.91
63654045;266;18.22
63654050;536;13.48
63654055;515;14.56
63654060;227;6.44
63654065;359;14.17
63654070;437;15.41
63654075;466;12.3
63654080;525;13.27
63654085;376;11.01
63654090;416;9.62
63654095;544;16.13
63654100;573;13.8
63654105;506;18.98
63654110;584;11.66
63667005;572;16.18
63667010;482;16.09
63667015;243;19.1
63667020;342;13.39
63667025;613;9.11
63667030;426;10.26
63667035;530;15.73
63667040;341;17.85
63667045;434;8.14
63667050;611;17.49
63667055;419;7.13
63667060;471;8.15
63667065;640;12
63667070;444;14.46
63667075;607;23.47
63667080;667;8.79
63667085;419;11.19
63667090;485;12.09
63674005;475;17.54
63674010;381;10.68
63674015;671;13.22
63674020;590;17.84
63674025;655;23.41
63674030;584;10.35
63674035;251;13.19
63674040;645;16.47
63674045;289;10.93
63674050;418;11.23
63674055;575;13.4
63679005;456;13.25
63679010;389;23.6
63679015;432;10.58
63679020;366;9.12
63679025;342;6.84
63679030;393;16.31
63679035;328;11.55
63679040;269;8.86
63679045;437;9.68
63679050;438;21.09
63679055;276;13.17
63679060;480;11.77
63679065;401;8.23
63683005;318;10.37
63683010;440;14.83
63683015;376;13.39
63683020;310;10.17
63683025;439;9.52
63683030;456;9.95
63683035;750;17.47
63683040;356;17.2
63683045;247;7.8
63683050;550;16.45
63683055;367;12.41
63688005;1247;14.25
63688010;655;15.3
63688015;628;11.77
63688020;187;12.32
63688025;103;10.7
63688030;574;11.38
63688035;226;7.59
63691005;1001;13.09
63691010;334;9.07
63691015;805;13.85
63691020;305;11.29
63694005;1192;15.91
63694010;613;11.49
63694015;706;13.5
63695005;896;15.3
63695010;567;8.58
63697005;772;18.51
63697010;395;9.11
63697015;263;6.89
63699005;399;12.96
63699010;371;11.41
63699020;112;13.16
63699025;4;9.38
63699030;339;15.48
63739005;580;27.67
63739010;518;33.84
63739015;612;21.72
63739020;485;21.5
63739025;459;23.77
63739030;1050;27.6
63739035;270;14.52
63739040;394;25.32
63739045;750;14.25
63739050;360;22.97
63739055;744;25.91
63739060;530;20.53
63739065;516;24.1
63739070;445;20.87
63739075;410;24.68
63739080;350;11.21
63739085;437;15.1
63739090;451;13.7
63739095;733;8.02
63739100;213;14.45
63739105;540;14.35
63741005;44;32.25
63741010;419;9.31
63741015;587;17.63
63741020;491;11.27
63741025;605;11.73
63741030;509;16.16
63741035;283;15.39
63741040;399;15.14
63741045;527;18.59
63741050;344;14.68
63741055;259;21.11
63741060;394;24.14
63741065;335;17.52
63741070;424;21.22
63741080;468;12.92
63741085;448;13.98
63741090;492;21.47
63741095;360;13.9
63741100;689;11.72
63741105;508;17
63741110;1283;16.53
63741115;464;14.16
63741120;385;10.9
63741125;467;13.64
63741130;505;11.91
63741135;641;25
63743005;181;13.93
63743010;194;13.36
63743015;987;23.09
63743020;409;18.36
63743025;461;20.66
63743030;395;14.2
63743035;346;11.53
63743040;295;14.64
63743045;411;12.09
63743050;476;15.79
63743055;605;13.64
63743060;592;13.44
63743065;583;15.56
63743070;738;21.44
63743075;959;13.88
63743080;458;15.16
63743085;572;17.59
63743090;503;12.68
63743095;483;11.42
63743100;608;11.55
63755005;317;15.6
63755010;496;11.79
63755015;230;12.35
63755020;463;12.8
63755025;290;23.93
63755030;525;12.01
63755035;337;13.17
63755040;706;18.7
63755045;338;19.31
63755050;434;10.86
63755055;299;13.25
63755060;533;13.59
63755065;290;10.64
63755070;602;16.1
63755075;580;13.99
63755080;621;10.19
63755085;415;10.99
63755090;478;13.66
63755095;476;14.24
63755100;580;18.82
63762005;668;20.8
63762010;377;13.25
63762015;560;16.99
63762020;431;12.15
63762025;619;15.53
63762030;491;17.74
63762035;430;12.65
63762040;574;19.38
63762045;460;13.86
63762050;393;11.36
63762055;506;10.86
63762060;454;11.82
63762065;676;15.86
63762070;264;14.65
63762075;390;13.11
63762080;469;13.03
63768005;386;14.32
63768010;435;10.63
63768015;472;16.82
63768020;399;11.41
63768025;442;17.87
63768030;561;17.21
63768035;343;13.96
63768040;528;18.47
63768045;563;15.84
63768050;288;10.31
63768055;494;11.35
63768060;459;11.15
63768065;379;10.91
63768070;388;11.82
63768075;286;16.28
63773005;537;18.34
63773010;490;15.49
63773015;486;22.16
63773020;245;12.54
63773025;475;17.07
63773030;355;15.84
63773035;305;15.61
63773040;314;13.22
63773045;416;15.21
63773050;291;11.18
63773055;278;11.76
63773060;434;13.25
63776005;647;14.67
63776010;456;14.39
63776015;378;13.05
63776030;484;11.99
63776035;539;13.96
63776040;416;14.22
63776045;413;10.44
63776050;281;10.46
63776055;377;12.36
63776060;448;13.38
63776065;352;11.25
63776070;1;8.86
63776075;435;11.23
63776080;1;5.95
63776085;268;13.21
63785005;371;11.57
63785010;400;13.16
63785015;490;16.83
63785020;422;16.33
63785025;502;11.74
63785030;346;14.55
63785035;239;13.29
63785040;418;7.54
63785045;373;14.59
63785050;349;13.98
63791005;516;14.57
63791010;416;18.27
63791015;469;18.75
63791025;494;14.2
63791030;396;14.19
63791035;621;16.48
63791040;456;12.12
63791046;10;14.01
63791047;2;10.28
63791050;569;14.16
63796010;324;11.31
63796015;480;11.71
63796020;324;14.56
63796025;408;12.93
63796030;261;19.53
63796035;424;16.98
63796040;356;18.6
63796045;490;13.74
63796050;1;4.79
63796055;370;10.86
63801005;489;20.42
63801010;391;5.46
63801015;512;16.04
63801020;628;17.24
63801025;505;11.77
63801030;333;11.22
63801035;540;22.15
63801040;126;21.99
63801045;221;5.82
63808005;417;15.69
63808010;415;8.56
63808015;475;14.54
63808020;307;16.76
63808025;537;18.05
63808030;579;10.27
63808035;347;11.42
63808040;590;13.91
63808045;204;10.74
63811005;1766;15.06
63811010;339;12.26
63811015;125;21.16
63811020;384;12.74
63811025;225;16.59
63811030;412;11.38
63814005;601;11.55
63814010;515;16.79
63814015;443;19.83
63814020;411;17.32
63814025;337;11.05
63814030;388;13.33
63814035;434;22.01
63814040;488;13.92
63814045;299;13.16
63820005;536;13.45
63820010;1079;15.15
63820015;141;7.99
63820020;1040;21.4
63820025;117;7.7
63820035;266;8.88
63820040;564;10.29
63825005;673;14.33
63825010;1067;16.11
63825015;453;13.05
63825020;198;10.48
63825026;507;11.35
63825030;809;12.01
63826006;272;10.6
63826011;375;15.22
63826015;262;11.06
63828005;799;11.71
63829005;935;13
63831005;444;11.84
63834005;804;12.41
63834010;273;15.3
63834015;991;18.11
63834020;428;18.76
63834025;483;11.59
63834030;119;9.71
63839005;707;15.13
63839010;887;13.32
63839015;279;17.08
63839020;242;14.44
63839025;365;10.27
63840005;392;11.02
63840010;403;14.39
63843005;1391;15.85
63843010;688;13.23
63846010;502;14.58
63846020;536;15.84
63846025;368;12.38
63846026;883;12.4
63849005;580;14.63
63849010;586;12.1
63849015;699;11.82
63849020;220;9.53
63853005;863;11.69
63853010;544;12.1
63853015;655;14.11
63856005;897;13.81
63856010;894;12.85
63856015;623;14.11
63857005;989;14.31
63857011;767;9.9
63860005;785;12.59
63863010;846;12.23
63863015;322;10.6
63863020;395;13.29
63863030;122;13.33
63863035;1;3.37
63864005;246;13.98
63864010;817;11.64
63864015;119;16.04
63864020;368;10.64
63867005;426;15.07
63867010;524;12.88
63867015;211;13.3
63867020;206;9.85
63867025;325;9.93
63868005;609;14.27
63868010;1190;15.3
63869005;845;12.89
63869010;127;7.61
63871006;356;11.45
63871007;12;9.51
63872006;462;13.58
63872010;529;10.73
63874011;519;10.27
63874015;1;16.66
63874020;308;13.03
63875005;557;10.1
63875010;421;14.42
63877010;549;12.52
63877015;366;12.59
63877016;774;13.46
63879006;572;10.88
63879007;5;8.95
63879011;313;13.24
63879012;1;11.78
63897005;722;20.81
63897010;379;17.71
63897015;618;18.38
63897020;494;8.73
63897025;343;17.94
63897030;502;7.81
63897035;295;19.95
63897040;548;17.92
63897045;392;9.36
63897050;336;11.73
63897055;270;14.09
63906005;415;27.86
63906010;522;13.36
63906015;595;15.83
63906020;612;17.6
63906025;396;13.68
63906030;595;11.93
63906035;244;6.58
63906040;361;13.39
63906045;333;24.06
63906050;330;17.44
63911005;588;17.64
63911010;344;19.05
63911015;452;8.34
63911020;415;12
63911025;546;15.96
63911030;443;10.87
63916005;450;12.57
63916015;777;13.24
63916020;45;12.27
63916025;59;11.7
63916030;577;13.05
63916035;1;0.34
63920005;800;13.55
63920010;766;11.84
63920015;599;15.16
63920020;189;12.33
63924005;1188;15.33
63924010;429;11.09
63924015;363;11.05
63925005;637;13.22
63925010;2;11.82
63927005;705;14.63
63927010;466;10.48
63927015;701;12.67
63928005;689;12.16
63928010;193;9.23
63928015;227;11.28
63928020;1;9.59
63930005;212;10.95
63930010;186;8.95
63930015;187;9.55
63931005;684;10.02
63931010;149;8.61
63931015;166;10.89
63933005;930;13.01
63933010;180;10.26
63934005;679;11.95
63936005;755;11.21
63937005;761;12.47
63937010;201;10.15
63939005;449;11.08
63939010;918;18.16
63939015;803;12.22
64283005;728;40.5
64283010;1084;34.15
64283015;1186;51.08
64283020;582;43.92
64283025;188;49.64
64283030;667;31.1
64283035;1023;35.09
64283040;571;23.36
64283045;346;23.84
64283050;146;21.35
64283055;75;28.24
64283060;784;30.12
64283065;481;44.83
64285005;468;41.96
64285010;451;16.37
64285015;766;18.44
64285020;386;13.36
64285025;787;11.73
64285030;641;8.88
64285035;1252;27.45
64285040;582;13.38
64285045;696;23.13
64285050;675;14.41
64285055;597;23.2
64285060;406;19.18
64285065;670;19.54
64285070;841;22.66
64285075;526;19.94
64285080;484;30.66
64285085;615;34.21
64285090;292;20.9
64287006;589;22.01
64287007;104;14.41
64287010;464;10.26
64287015;658;36.05
64287025;649;7.79
64287030;545;6.07
64287035;1168;10.26
64287040;682;21.38
64287045;437;30.33
64287050;964;26.01
64287055;692;18.08
64287060;675;24.08
64287065;514;12.3
64287070;634;17.62
64287075;898;20.28
64287080;27;33.38
64289005;288;33.33
64289010;604;29.53
64289015;529;33.29
64289020;560;30.1
64289025;898;29.93
64289030;610;34.87
64289035;935;25.91
64289040;621;30.34
64289045;948;27.18
64289050;760;26.13
64289055;827;24.45
64289060;451;19.61
64289065;552;26.73
64289070;1708;13.77
64289075;929;14.86
64289080;605;16.88
64289085;1089;14.37
64289090;552;18.58
64291005;520;12.81
64291010;739;15.03
64291015;535;10.68
64291020;1255;13.33
64291025;1303;13.17
64291030;834;12.46
64291035;664;9.37
64291040;582;13.09
64291045;858;14.42
64291050;808;10.68
64291055;437;15.54
64291060;869;14.77
64291065;713;10.42
64291070;521;11.87
64291075;1016;11.57
64291080;859;11.65
64293005;60;33.94
64293010;675;47.34
64293015;373;33.97
64293020;1135;31.16
64293025;955;37.81
64293030;721;17.98
64293035;887;28.83
64293040;1103;23.07
64293045;660;29.55
64293050;643;27.05
64293055;780;14.45
64293060;896;13.88
64295005;202;24.6
64295010;274;29.5
64295020;645;6.96
64295025;635;17.13
64295030;588;18.52
64295035;894;29.14
64295040;1035;18.92
64295045;1045;30.93
64295050;590;13.31
64295055;667;12.29
64295060;378;10.51
64295065;1080;11.29
64295070;612;10.61
64295075;974;13.26
64297005;902;8
64297010;510;6.56
64297015;989;19.84
64297020;622;14.42
64297025;856;18.2
64297030;620;9.67
64297035;1260;17.41
64297040;816;11.79
64297045;779;12.33
64297055;751;21.54
64297060;619;9.02
64297065;474;8.03
64297070;580;22.67
64297075;571;25.6
64297080;732;28.28
64297085;1023;9.44
64297090;450;8.74
64297095;436;22.01
64297100;33;15.54
64319005;1094;19.5
64319010;1501;17.28
64319016;1086;19.34
64319020;759;12.54
64319025;867;18.15
64319030;639;11.29
64319035;1032;12.92
64319040;1057;16.8
64319045;995;16.59
64319050;1245;12.19
64319055;1467;18.55
64331005;1603;17.49
64331010;1188;18.58
64331015;911;15.13
64331025;872;14.46
64331030;1281;19.36
64331035;1237;12.58
64331040;921;22.27
64331045;1071;15.15
64331050;845;22.36
64331055;612;21.5
64331060;768;17.35
64342005;724;11.98
64342010;737;12.95
64342015;646;15.74
64342020;591;9.61
64342025;589;10.65
64342030;675;13.41
64342035;549;19.48
64342040;516;8.78
64342045;660;11.36
64342050;676;15.91
64342055;759;12.75
64342060;724;14.41
64342065;325;12.84
64347005;1494;21.72
64347010;1628;20.17
64347015;1022;14.28
64347020;1503;15.7
64347025;1287;16.39
64347030;1206;17.72
64347035;1051;20.42
64347045;1020;27.21
64347051;948;19.09
64347055;20;21.61
64347060;1064;15.92
64354005;782;10.93
64354010;755;14.24
64354015;917;14.01
64354020;1486;24.19
64354025;1077;14.26
64354030;951;11.44
64354035;1003;17
64354045;1;14.17
64354050;993;14.43
64367005;647;16.52
64367010;683;19.73
64367015;397;19.67
64367020;832;21.47
64367025;356;12.66
64367030;784;12.53
64367035;283;12.43
64367040;565;10.32
64367045;786;10.59
64367050;473;12.96
64367055;415;16.69
64367060;290;12.1
64367065;19;33.73
64372005;489;12.82
64372010;724;19.2
64372015;435;23.62
64372020;643;16.19
64372025;390;10.9
64372030;881;21.47
64372035;708;18.2
64372040;424;16.59
64372045;636;16.14
64372050;423;12.81
64372055;712;13.32
64372060;475;15.74
64380005;1223;20.67
64380010;1311;13.66
64380015;862;14.52
64380025;865;17.48
64380030;692;11.92
64380035;9;9.54
64380040;1013;16.24
64385005;687;17.13
64385010;498;16.03
64385015;477;13.22
64385020;339;15.83
64385025;113;11.74
64385030;400;10.88
64385035;358;13.87
64385045;264;11.35
64385050;161;12.17
64385055;144;9.44
64385060;278;13.9
64385065;9;4.59
64385070;148;16.28
64390005;838;17.14
64390010;1538;16.96
64390015;1027;14.93
64395010;391;16.89
64395020;374;13.94
64395025;154;10.07
64395030;434;10.12
64395035;17;11.37
64395040;7;10.79
64395045;579;12
64395050;387;15.22
64395055;1;0.82
64397005;645;12.68
64397010;275;11.44
64397015;252;13.8
64397020;505;17.94
64397025;126;16.35
64397030;282;15.59
64397040;1;9.37
64397045;253;12.93
64401005;865;16.37
64401010;854;13.67
64401015;250;17.76
64404005;1502;20.3
64404010;1076;14.3
64405005;680;14.85
64405010;215;11.96
64405015;144;12.22
64405020;130;13.81
64407005;628;13.4
64407010;767;13.8
64409010;536;16.1
64409015;662;20.31
64409021;1;14.59
64409025;563;13.54
64521005;905;24.35
64521010;745;15.06
64521015;613;20.28
64521020;812;19.43
64521025;601;10.85
64521030;819;17.43
64521035;853;15.84
64521040;911;20.87
64521045;1079;15.04
64521050;885;11.9
64521055;804;12.55
64521060;1181;13.78
64521065;921;13.12
64546005;1138;17.25
64546010;948;16.14
64546015;1554;22.28
64546020;1102;19.71
64546025;871;15.81
64546030;1757;24.1
64546035;700;16.15
64546040;597;6.8
64546045;598;10.44
64546050;710;15.76
64546055;949;15.68
64546060;551;11.27
64546065;1485;16.4
64546070;1014;16.77
64546075;834;19.21
64546080;1356;20.64
64546085;901;18.35
64560005;985;15
64560010;830;19.42
64560015;876;17.26
64560020;694;9.37
64560025;1070;17.73
64560030;875;12.25
64560035;951;15.6
64560040;836;16.17
64560045;1013;12.73
64560050;844;13.42
64560055;895;13.49
64569005;867;13.89
64569010;947;12.89
64569015;1124;20.04
64569020;714;20.42
64569025;1078;12.46
64572005;1229;16.88
64572010;1410;16.98
64572015;724;14.94
64572020;1032;17.45
64572025;839;12.8
64572030;1332;20.07
64579005;785;16.41
64579010;585;15.41
64579015;1008;13.65
64579020;1102;13.19
64579025;416;15.58
64579030;751;16.39
64584005;924;18.26
64584010;878;13.06
64584015;727;12.65
64584020;706;16.99
64589010;733;11.09
64589015;925;17.63
64589020;4;7.6
64589025;947;13.08
64625005;400;7.86
64625010;542;16.78
64625015;667;21.92
64625020;954;22.46
64625025;738;11.78
64625030;632;5.69
64625035;791;16.74
64625040;686;22.92
64625045;788;13.13
64625050;817;12.93
64625055;422;9.78
64625060;739;23.37
64625065;749;19.69
64625070;746;15.63
64625075;1016;21.34
64625080;617;14.67
64625085;541;12.27
64625090;1005;23.95
64625095;1106;18.39
64625100;648;6.54
64625105;491;13.27
64625110;747;11.87
64625115;511;13.75
64625120;319;11.32
64625125;155;10.99
64625130;404;15.36
64625135;498;10.63
64625140;297;9.78
64625145;654;10.7
64646005;337;9.01
64646010;283;10.1
64646015;193;21.84
64646020;506;17.27
64646025;305;16.86
64646030;247;19.31
64646035;211;11.81
64646040;692;19.99
64646045;457;15.91
64646050;588;18.81
64646055;233;8.87
64646060;590;25.92
64646065;737;15
64646070;244;18.09
64646075;665;16.66
64646080;117;17.97
64646085;226;18.23
64646090;836;19.12
64646095;138;22.02
64646100;471;19.38
64646105;388;12.1
64646110;382;20.87
64646115;309;11.15
64646120;311;9.58
64646125;321;11.44
64646130;95;22.49
64646135;259;11.85
64646140;592;11.6
64646145;160;13.56
64646151;300;13.69
64646152;6;10.02
64646155;297;11.71
64646160;280;10.48
64653005;663;14.85
64653010;760;12.08
64653015;744;15.12
64653020;532;12.37
64653025;722;17.22
64653030;555;12.43
64653035;1185;20.78
64653040;720;15.31
64658005;847;18.22
64658010;453;13.81
64658015;553;11.28
64658025;195;9.41
64658030;475;15.44
64658035;253;17.62
64658040;724;12.42
64658045;117;15.2
64658050;497;15.63
64658055;407;16.68
64658060;124;13.27
64658065;228;12.73
64658070;2;12.4
64665005;1015;12.74
64665010;777;22.21
64665015;1242;16.31
64665020;718;11.42
64665025;697;13.43
64668005;798;12.92
64668010;556;15.96
64668015;836;17.14
64668020;678;11.14
64668025;150;10.02
64668030;271;9.76
64668035;958;15.45
64673005;466;8.25
64673010;616;20.7
64673015;711;17.24
64673020;983;14.39
64673025;443;13.48
64678005;502;15.62
64678010;680;17.46
64678015;209;10.65
64678020;283;11.39
64678025;267;9.8
64678030;113;15.54
64678035;294;12.37
64683005;741;17.99
64683010;710;14.12
64683015;455;15.54
64683020;842;13.94
64686005;601;14
64686010;656;14.79
64686015;651;10.69
64686020;344;14.17
64686025;709;13.89
64686030;119;12.36
64686040;396;13.89
64686045;7;10.56
64689005;705;15.26
64689010;444;12.66
64689015;414;11.47
64689020;273;9.72
64711005;557;16.7
64711010;723;15.05
64711015;888;23.92
64711020;752;15.75
64711025;609;13.04
64711030;110;9.39
64711035;439;12.04
64711040;538;13.91
64711045;140;7.21
64711050;262;8.69
64711055;182;7.29
64711065;310;11.35
64711070;591;18.49
64711080;195;10.36
64720005;403;21.94
64720010;671;12.08
64720015;489;12.03
64720020;671;19.62
64720025;772;15.32
64720030;474;18.46
64720035;418;20.55
64720040;411;19.46
64720045;658;21.8
64720050;416;6.87
64720055;203;8.31
64720060;342;7.46
64720065;241;8.83
64720070;608;9.97
64720075;653;13.12
64720080;278;5.57
64720085;1;4.47
64732005;465;11.52
64732010;716;15.44
64732015;706;16.68
64732020;393;24.01
64732025;396;12.81
64732030;207;9.48
64732035;371;10.99
64732040;361;11.87
64732045;272;9.16
64732050;435;10.98
64739005;616;20.86
64739010;1022;17.49
64739015;425;10.1
64739020;635;14
64739025;198;7.71
64739030;503;11.95
64739035;506;8.87
64739040;334;16.82
64739045;115;16.82
64743050;4;60.01
64747005;975;16.6
64747010;845;16.98
64747015;350;9.43
64747020;623;10.54
64747025;288;8.74
64750005;812;11.63
64750010;402;9.08
64750015;1018;15.08
64750020;362;9.44
64750025;321;15.75
64753005;414;12.44
64753010;506;13.73
64753020;334;10.83
64753025;238;10.77
64753030;149;13.72
64753035;2;0.4
64754020;18;7.97
64756005;202;11.03
64756010;207;12.14
64756015;177;11.09
64756020;211;8.85
64756025;297;14.16
64757025;18;16.98
64760005;347;7.43
64760010;143;9.96
64760015;274;13.82
64760020;235;10.27
64760025;364;11
64760030;190;9.6
64760035;134;10.52
64760040;337;9.74
64760045;447;16.25
64760050;659;14.29
64760055;132;10.26
64760060;333;12.78
64760065;324;10.05
64760070;391;19.06
64760075;166;11.2
64807010;1019;15.21
64807015;1532;19.89
64807020;1250;14.17
64807025;1496;16.63
64807030;557;20.5
64807035;497;17.39
64807040;490;16.52
